latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
28.0,68.0,2022-02-14 12:00:00,301.21835,12.9,28.07,82.52,80.0,26.67
28.0,68.0,2022-02-14 18:00:00,290.9396,26.1,17.79,64.02,61.3,16.28
28.0,68.0,2022-02-15 00:00:00,289.80438,27.4,16.65,61.98,59.2,15.11
28.0,68.0,2022-02-15 06:00:00,298.60022,17.3,25.45,77.81,76.1,24.5
28.0,68.0,2022-02-15 12:00:00,301.14038,15.3,27.99,82.38,80.0,26.67
28.0,68.0,2022-02-15 18:00:00,291.12067,27.0,17.97,64.35,61.8,16.56
28.0,68.0,2022-02-16 00:00:00,289.0988,30.0,15.95,60.71,57.9,14.39
28.0,68.0,2022-02-16 06:00:00,298.6036,18.5,25.45,77.82,76.2,24.56
28.0,68.0,2022-02-16 12:00:00,300.63806,14.2,27.49,81.48,80.0,26.67
28.0,68.0,2022-02-16 18:00:00,291.65247,23.3,18.5,65.3,62.6,17.0
28.0,68.0,2022-02-17 00:00:00,289.737,25.4,16.59,61.86,58.9,14.94
28.0,68.0,2022-02-17 06:00:00,298.78482,13.2,25.63,78.14,76.3,24.61
28.0,68.0,2022-02-17 12:00:00,300.54233,10.1,27.39,81.31,79.6,26.44
28.0,68.0,2022-02-17 18:00:00,291.49042,17.1,18.34,65.01,62.0,16.67
28.0,68.0,2022-02-18 00:00:00,289.48093,21.9,16.33,61.4,58.3,14.61
28.0,68.0,2022-02-18 06:00:00,298.90564,20.2,25.76,78.36,76.8,24.89
28.0,68.0,2022-02-18 12:00:00,301.79974,12.7,28.65,83.57,80.7,27.06
28.0,68.0,2022-02-18 18:00:00,291.79898,25.7,18.65,65.57,63.0,17.22
28.0,68.0,2022-02-19 00:00:00,290.18265,28.1,17.03,62.66,59.9,15.5
28.0,68.0,2022-02-19 06:00:00,298.69156,20.9,25.54,77.97,76.4,24.67
28.0,68.0,2022-02-19 12:00:00,302.34848,14.4,29.2,84.56,81.5,27.5
28.0,68.0,2022-02-19 18:00:00,292.88837,28.0,19.74,67.53,65.3,18.5
28.0,68.0,2022-02-20 00:00:00,290.81757,31.9,17.67,63.8,61.4,16.33
28.0,68.0,2022-02-20 06:00:00,301.16928,16.2,28.02,82.43,80.0,26.67
28.0,68.0,2022-02-20 12:00:00,305.69785,9.2,32.55,90.59,85.6,29.78
28.0,68.0,2022-02-20 18:00:00,294.403,19.3,21.25,70.26,67.9,19.94
28.0,68.0,2022-02-21 00:00:00,292.3009,20.5,19.15,66.47,63.8,17.67
28.0,68.0,2022-02-21 06:00:00,302.8407,11.6,29.69,85.44,82.0,27.78
28.0,68.0,2022-02-21 12:00:00,308.5329,8.3,35.38,95.69,89.6,32.0
28.0,68.0,2022-02-21 18:00:00,295.27188,19.9,22.12,71.82,69.6,20.89
28.0,68.0,2022-02-22 00:00:00,293.15686,23.0,20.01,68.01,65.6,18.67
28.0,68.0,2022-02-22 06:00:00,302.2216,16.9,29.07,84.33,81.4,27.44
28.0,68.0,2022-02-22 12:00:00,303.75308,10.6,30.6,87.09,83.1,28.39
28.0,68.0,2022-02-22 18:00:00,292.61945,25.0,19.47,67.05,64.6,18.11
28.0,68.0,2022-02-23 00:00:00,288.2481,45.4,15.1,59.18,56.9,13.83
28.0,68.0,2022-02-23 06:00:00,296.93277,26.9,23.78,74.81,73.3,22.94
28.0,68.0,2022-02-23 12:00:00,301.71484,15.7,28.56,83.42,80.7,27.06
28.0,68.0,2022-02-23 18:00:00,292.7365,29.7,19.59,67.26,65.1,18.39
28.0,68.0,2022-02-24 00:00:00,290.4423,34.1,17.29,63.13,60.7,15.94
28.0,68.0,2022-02-24 06:00:00,300.64944,17.9,27.5,81.5,79.4,26.33
28.0,68.0,2022-02-24 12:00:00,304.15082,12.2,31.0,87.8,83.9,28.83
28.0,68.0,2022-02-24 18:00:00,294.03024,24.5,20.88,69.58,67.4,19.67
28.0,68.0,2022-02-25 00:00:00,290.99475,29.3,17.84,64.12,61.6,16.44
28.0,68.0,2022-02-25 06:00:00,300.52258,16.9,27.37,81.27,79.9,26.61
28.0,68.0,2022-02-25 12:00:00,304.41,11.4,31.26,88.27,84.2,29.0
28.0,68.0,2022-02-25 18:00:00,295.03485,20.7,21.88,71.39,69.2,20.67
28.0,68.0,2022-02-26 00:00:00,290.4117,31.4,17.26,63.07,60.6,15.89
28.0,68.0,2022-02-26 06:00:00,298.3829,31.9,25.23,77.42,76.4,24.67
28.0,68.0,2022-02-26 12:00:00,301.84497,18.7,28.69,83.65,81.0,27.22
28.0,68.0,2022-02-26 18:00:00,292.74396,35.0,19.59,67.27,65.3,18.5
28.0,68.0,2022-02-27 00:00:00,288.6619,49.5,15.51,59.92,57.9,14.39
28.0,68.0,2022-02-27 06:00:00,297.00256,37.0,23.85,74.93,73.9,23.28
28.0,68.0,2022-02-27 12:00:00,300.20706,26.6,27.06,80.7,79.7,26.5
