latitude,longitude,valid_time,t2m,rh,t2m_cel,t2m_fah,hi_fah,hi_cel
30.0,71.0,2021-03-12 18:00:00,292.42776,56.2,19.28,66.7,65.7,18.72
30.0,71.0,2021-03-13 00:00:00,289.6378,60.7,16.49,61.68,60.4,15.78
30.0,71.0,2021-03-13 06:00:00,302.51306,22.4,29.36,84.85,82.1,27.83
30.0,71.0,2021-03-13 12:00:00,304.4,15.0,31.25,88.25,84.5,29.17
30.0,71.0,2021-03-13 18:00:00,293.5034,28.4,20.35,68.64,66.5,19.17
30.0,71.0,2021-03-14 00:00:00,289.8866,47.6,16.74,62.13,60.3,15.72
30.0,71.0,2021-03-14 06:00:00,303.86096,20.1,30.71,87.28,83.9,28.83
30.0,71.0,2021-03-14 12:00:00,307.17554,15.5,34.03,93.25,89.0,31.67
30.0,71.0,2021-03-14 18:00:00,294.51968,32.9,21.37,70.47,68.8,20.44
30.0,71.0,2021-03-15 00:00:00,290.87265,55.3,17.72,63.9,62.6,17.0
30.0,71.0,2021-03-15 06:00:00,301.90384,27.5,28.75,83.76,81.6,27.56
30.0,71.0,2021-03-15 12:00:00,306.1,17.1,32.95,91.31,87.3,30.72
30.0,71.0,2021-03-15 18:00:00,294.8142,31.8,21.66,71.0,69.3,20.72
30.0,71.0,2021-03-16 00:00:00,292.21277,42.1,19.06,66.31,64.6,18.11
30.0,71.0,2021-03-16 06:00:00,303.96973,24.2,30.82,87.48,84.4,29.11
30.0,71.0,2021-03-16 12:00:00,307.0275,16.3,33.88,92.98,88.8,31.56
