FLRealisation,pearson-r,p
452.0,-0.6150681454354564,0.0050663434240182095
453.0,-0.6150681454354564,0.0050663434240182095
454.0,-0.6150681454354564,0.0050663434240182095
455.0,-0.6268529954232878,0.004075577936653225
456.0,-0.5669467095138407,0.01136519960037587
457.0,-0.5669467095138407,0.01136519960037587
458.0,-0.5669467095138407,0.01136519960037587
459.0,-0.5379708542811797,0.017506468561651837
460.0,-0.5379708542811797,0.017506468561651837
461.0,-0.5379708542811797,0.017506468561651837
462.0,-0.5379708542811797,0.017506468561651837
463.0,-0.5379708542811797,0.017506468561651837
464.0,-0.5379708542811797,0.017506468561651837
465.0,-0.5379708542811797,0.017506468561651837
466.0,-0.5379708542811797,0.017506468561651837
467.0,-0.5379708542811797,0.017506468561651837
468.0,-0.5379708542811797,0.017506468561651837
469.0,-0.35573126871456684,0.13498586671876547
470.0,0.35085055713989993,0.14080719280290413
471.0,0.35085055713989993,0.14080719280290413
472.0,0.35085055713989993,0.14080719280290413
473.0,0.38352277408289226,0.1050322468671987
474.0,0.38352277408289226,0.1050322468671987
475.0,-0.3602065719969639,0.12979841849054713
476.0,-0.3602065719969639,0.12979841849054713
477.0,-0.3602065719969639,0.12979841849054713
478.0,-0.35573126871456684,0.13498586671876547
479.0,-0.3602065719969638,0.12979841849054713
480.0,-0.3602065719969638,0.12979841849054713
481.0,-0.3602065719969638,0.12979841849054713
482.0,-0.3602065719969638,0.12979841849054713
483.0,-0.3602065719969638,0.12979841849054713
484.0,-0.2175751262764879,0.37089911842802875
485.0,-0.25179428139665444,0.29838163604410317
486.0,-0.25179428139665444,0.29838163604410317
487.0,-0.25179428139665444,0.29838163604410317
488.0,-0.25179428139665444,0.29838163604410317
489.0,-0.45607093777186897,0.0496945275839274
490.0,-0.45607093777186897,0.0496945275839274
491.0,-0.45607093777186897,0.0496945275839274
492.0,-0.45607093777186897,0.0496945275839274
493.0,-0.45607093777186897,0.0496945275839274
494.0,-0.44908871313907184,0.053752139032837515
495.0,-0.44908871313907184,0.053752139032837515
496.0,-0.44908871313907184,0.053752139032837515
497.0,-0.44908871313907184,0.053752139032837515
498.0,0.5947382148821665,0.007235090651208842
