time,t2m_cel,trigger
2008-04-16,30.175,0
2008-04-17,28.4025,0
2008-04-18,28.0,0
2008-04-19,27.9,0
2008-04-20,29.425,0
2008-04-21,29.775,0
2008-04-22,28.35,0
2008-04-23,29.925,0
2008-04-24,31.475,0
2008-04-25,32.115,0
2008-04-26,31.5475,0
2008-04-27,31.735,0
2008-04-28,29.9125,0
2008-04-29,28.8,0
2008-04-30,29.15,0
2008-05-01,29.5025,0
2008-05-02,29.71,0
2008-05-03,30.295,0
2008-05-04,30.7475,0
2008-05-05,30.1675,0
2008-05-06,30.1975,0
2008-05-07,29.9125,0
2008-05-08,30.725,0
2008-05-09,30.75,0
2008-05-10,29.25,0
2008-05-11,29.75,0
2008-05-12,29.875,0
2008-05-13,29.65,0
2008-05-14,30.025,0
2008-05-15,29.725,0
2008-05-16,29.525,0
2008-05-17,29.85,0
2008-05-18,30.3,0
2008-05-19,30.5,0
2008-05-20,30.075000000000003,0
2008-05-21,29.6,0
2008-05-22,29.7,0
2008-05-23,29.4,0
2008-05-24,29.7,0
2008-05-25,30.200000000000003,0
2008-05-26,30.7,0
2008-05-27,30.925,0
2008-05-28,30.200000000000003,0
2008-05-29,30.125,0
2008-05-30,30.175,0
2008-05-31,30.575,0
2008-06-01,30.9,0
2008-06-02,30.575,0
2008-06-03,30.825000000000003,0
2008-06-04,30.7,0
2008-06-05,30.950000000000003,0
2008-06-06,30.75,0
2008-06-07,31.3,0
2008-06-08,31.950000000000003,0
2008-06-09,33.724999999999994,0
2008-06-10,34.775,0
2008-06-11,32.975,0
2008-06-12,31.65,0
2008-06-13,32.025,0
2008-06-14,30.4,0
2008-06-15,32.275,0
2008-06-16,32.3,0
2008-06-17,31.85,0
2008-06-18,31.775,0
2008-06-19,31.25,0
2008-06-20,31.1,0
2008-06-21,31.0,0
2008-06-22,30.025,0
2008-06-23,31.275,0
2008-06-24,31.175,0
2008-06-25,30.5,0
2008-06-26,30.950000000000003,0
2008-06-27,30.5,0
2008-06-28,29.85,0
2008-06-29,30.65,0
2008-06-30,31.2,0
2008-07-01,30.875,0
2008-07-02,30.825,0
2008-07-03,30.8,0
2008-07-04,29.775,0
2008-07-05,29.975,0
2008-07-06,30.225,0
2008-07-07,30.125,0
2008-07-08,30.05,0
2008-07-09,28.75,0
2008-07-10,30.025,0
2008-07-11,30.05,0
2008-07-12,29.875000000000004,0
2008-07-13,30.375,0
2008-07-14,29.775,0
2008-07-15,29.700000000000003,0
2008-07-16,29.6,0
2008-07-17,29.2,0
2008-07-18,28.775,0
2008-07-19,28.9,0
2008-07-20,29.075,0
2008-07-21,29.525,0
2008-07-22,29.875,0
2008-07-23,29.85,0
2008-07-24,29.65,0
2008-07-25,28.825,0
2008-07-26,28.35,0
2008-07-27,29.4,0
2008-07-28,29.025,0
2008-07-29,30.55,0
2008-07-30,31.275,0
2008-07-31,30.325,0
2009-04-01,28.825000000000003,0
2009-04-02,27.65,0
2009-04-03,28.700000000000003,0
2009-04-04,29.6,0
2009-04-05,28.15,0
2009-04-06,27.6,0
2009-04-07,26.625,0
2009-04-08,26.75,0
2009-04-09,27.575000000000003,0
2009-04-10,29.275,0
2009-04-11,29.025,0
2009-04-12,28.725,0
2009-04-13,28.825,0
2009-04-14,28.475,0
2009-04-15,28.0,0
2009-04-16,29.65,0
2009-04-17,30.275,0
2009-04-18,30.775,0
2009-04-19,29.5,0
2009-04-20,29.9,0
2009-04-21,31.25,0
2009-04-22,30.225,0
2009-04-23,27.825000000000003,0
2009-04-24,28.450000000000003,0
